"Town","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Southington","0900370550","2005-2009","All","Number","Per Capita Income",35956
"Southington","0900370550","2005-2009","All","Number","Margins of Error",1317
"Southington","0900370550","2005-2009","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Southington","0900370550","2005-2009","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Southington","0900370550","2005-2009","Asian Alone","Number","Per Capita Income",29595
"Southington","0900370550","2005-2009","Asian Alone","Number","Margins of Error",6745
"Southington","0900370550","2005-2009","Black or African American Alone","Number","Per Capita Income",23870
"Southington","0900370550","2005-2009","Black or African American Alone","Number","Margins of Error",8657
"Southington","0900370550","2005-2009","Hispanic or Latino","Number","Per Capita Income",30346
"Southington","0900370550","2005-2009","Hispanic or Latino","Number","Margins of Error",8010
"Southington","0900370550","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Southington","0900370550","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Southington","0900370550","2005-2009","Some Other Race Alone","Number","Per Capita Income",31975
"Southington","0900370550","2005-2009","Some Other Race Alone","Number","Margins of Error",11815
"Southington","0900370550","2005-2009","Two or More Races","Number","Per Capita Income",12979
"Southington","0900370550","2005-2009","Two or More Races","Number","Margins of Error",4720
"Southington","0900370550","2005-2009","White Alone","Number","Per Capita Income",36356
"Southington","0900370550","2005-2009","White Alone","Number","Margins of Error",1336
"Southington","0900370550","2005-2009","White Alone Not Hispanic or Latino","Number","Per Capita Income",36460
"Southington","0900370550","2005-2009","White Alone Not Hispanic or Latino","Number","Margins of Error",1357
"Southington","0900370550","2006-2010","All","Number","Per Capita Income",36053
"Southington","0900370550","2006-2010","All","Number","Margins of Error",1227
"Southington","0900370550","2006-2010","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Southington","0900370550","2006-2010","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Southington","0900370550","2006-2010","Asian Alone","Number","Per Capita Income",33350
"Southington","0900370550","2006-2010","Asian Alone","Number","Margins of Error",8558
"Southington","0900370550","2006-2010","Black or African American Alone","Number","Per Capita Income",22254
"Southington","0900370550","2006-2010","Black or African American Alone","Number","Margins of Error",8325
"Southington","0900370550","2006-2010","Hispanic or Latino","Number","Per Capita Income",31431
"Southington","0900370550","2006-2010","Hispanic or Latino","Number","Margins of Error",8335
"Southington","0900370550","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Southington","0900370550","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Southington","0900370550","2006-2010","Some Other Race Alone","Number","Per Capita Income",31542
"Southington","0900370550","2006-2010","Some Other Race Alone","Number","Margins of Error",11132
"Southington","0900370550","2006-2010","Two or More Races","Number","Per Capita Income",16590
"Southington","0900370550","2006-2010","Two or More Races","Number","Margins of Error",8434
"Southington","0900370550","2006-2010","White Alone","Number","Per Capita Income",36393
"Southington","0900370550","2006-2010","White Alone","Number","Margins of Error",1270
"Southington","0900370550","2006-2010","White Alone Not Hispanic or Latino","Number","Per Capita Income",36497
"Southington","0900370550","2006-2010","White Alone Not Hispanic or Latino","Number","Margins of Error",1281
"Southington","0900370550","2007-2011","All","Number","Per Capita Income",36682
"Southington","0900370550","2007-2011","All","Number","Margins of Error",1135
"Southington","0900370550","2007-2011","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Southington","0900370550","2007-2011","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Southington","0900370550","2007-2011","Asian Alone","Number","Per Capita Income",35668
"Southington","0900370550","2007-2011","Asian Alone","Number","Margins of Error",9664
"Southington","0900370550","2007-2011","Black or African American Alone","Number","Per Capita Income",33143
"Southington","0900370550","2007-2011","Black or African American Alone","Number","Margins of Error",8109
"Southington","0900370550","2007-2011","Hispanic or Latino","Number","Per Capita Income",26616
"Southington","0900370550","2007-2011","Hispanic or Latino","Number","Margins of Error",5257
"Southington","0900370550","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Southington","0900370550","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Southington","0900370550","2007-2011","Some Other Race Alone","Number","Per Capita Income",27301
"Southington","0900370550","2007-2011","Some Other Race Alone","Number","Margins of Error",10866
"Southington","0900370550","2007-2011","Two or More Races","Number","Per Capita Income",19039
"Southington","0900370550","2007-2011","Two or More Races","Number","Margins of Error",6921
"Southington","0900370550","2007-2011","White Alone","Number","Per Capita Income",36923
"Southington","0900370550","2007-2011","White Alone","Number","Margins of Error",1150
"Southington","0900370550","2007-2011","White Alone Not Hispanic or Latino","Number","Per Capita Income",37229
"Southington","0900370550","2007-2011","White Alone Not Hispanic or Latino","Number","Margins of Error",1172
"Southington","0900370550","2008-2012","All","Number","Per Capita Income",37876
"Southington","0900370550","2008-2012","All","Number","Margins of Error",1414
"Southington","0900370550","2008-2012","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Southington","0900370550","2008-2012","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Southington","0900370550","2008-2012","Asian Alone","Number","Per Capita Income",44585
"Southington","0900370550","2008-2012","Asian Alone","Number","Margins of Error",15916
"Southington","0900370550","2008-2012","Black or African American Alone","Number","Per Capita Income",27982
"Southington","0900370550","2008-2012","Black or African American Alone","Number","Margins of Error",8114
"Southington","0900370550","2008-2012","Hispanic or Latino","Number","Per Capita Income",27255
"Southington","0900370550","2008-2012","Hispanic or Latino","Number","Margins of Error",5340
"Southington","0900370550","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Southington","0900370550","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Southington","0900370550","2008-2012","Some Other Race Alone","Number","Per Capita Income",21338
"Southington","0900370550","2008-2012","Some Other Race Alone","Number","Margins of Error",7870
"Southington","0900370550","2008-2012","Two or More Races","Number","Per Capita Income",24787
"Southington","0900370550","2008-2012","Two or More Races","Number","Margins of Error",6304
"Southington","0900370550","2008-2012","White Alone","Number","Per Capita Income",38162
"Southington","0900370550","2008-2012","White Alone","Number","Margins of Error",1451
"Southington","0900370550","2008-2012","White Alone Not Hispanic or Latino","Number","Per Capita Income",38432
"Southington","0900370550","2008-2012","White Alone Not Hispanic or Latino","Number","Margins of Error",1521
"Southington","0900370550","2009-2013","All","Number","Per Capita Income",38046
"Southington","0900370550","2009-2013","All","Number","Margins of Error",1270
"Southington","0900370550","2009-2013","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Southington","0900370550","2009-2013","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Southington","0900370550","2009-2013","Asian Alone","Number","Per Capita Income",48253
"Southington","0900370550","2009-2013","Asian Alone","Number","Margins of Error",12197
"Southington","0900370550","2009-2013","Black or African American Alone","Number","Per Capita Income",30540
"Southington","0900370550","2009-2013","Black or African American Alone","Number","Margins of Error",9827
"Southington","0900370550","2009-2013","Hispanic or Latino","Number","Per Capita Income",26572
"Southington","0900370550","2009-2013","Hispanic or Latino","Number","Margins of Error",4982
"Southington","0900370550","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Southington","0900370550","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Southington","0900370550","2009-2013","Some Other Race Alone","Number","Per Capita Income",26949
"Southington","0900370550","2009-2013","Some Other Race Alone","Number","Margins of Error",9093
"Southington","0900370550","2009-2013","Two or More Races","Number","Per Capita Income",20934
"Southington","0900370550","2009-2013","Two or More Races","Number","Margins of Error",6489
"Southington","0900370550","2009-2013","White Alone","Number","Per Capita Income",38155
"Southington","0900370550","2009-2013","White Alone","Number","Margins of Error",1317
"Southington","0900370550","2009-2013","White Alone Not Hispanic or Latino","Number","Per Capita Income",38450
"Southington","0900370550","2009-2013","White Alone Not Hispanic or Latino","Number","Margins of Error",1338
"Southington","0900370550","2010-2014","All","Number","Per Capita Income",39082
"Southington","0900370550","2010-2014","All","Number","Margins of Error",1299
"Southington","0900370550","2010-2014","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Southington","0900370550","2010-2014","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Southington","0900370550","2010-2014","Asian Alone","Number","Per Capita Income",50707
"Southington","0900370550","2010-2014","Asian Alone","Number","Margins of Error",13234
"Southington","0900370550","2010-2014","Black or African American Alone","Number","Per Capita Income",34489
"Southington","0900370550","2010-2014","Black or African American Alone","Number","Margins of Error",12616
"Southington","0900370550","2010-2014","Hispanic or Latino","Number","Per Capita Income",26720
"Southington","0900370550","2010-2014","Hispanic or Latino","Number","Margins of Error",5583
"Southington","0900370550","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Southington","0900370550","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Southington","0900370550","2010-2014","Some Other Race Alone","Number","Per Capita Income",20588
"Southington","0900370550","2010-2014","Some Other Race Alone","Number","Margins of Error",4683
"Southington","0900370550","2010-2014","Two or More Races","Number","Per Capita Income",33139
"Southington","0900370550","2010-2014","Two or More Races","Number","Margins of Error",13255
"Southington","0900370550","2010-2014","White Alone","Number","Per Capita Income",39038
"Southington","0900370550","2010-2014","White Alone","Number","Margins of Error",1363
"Southington","0900370550","2010-2014","White Alone Not Hispanic or Latino","Number","Per Capita Income",39385
"Southington","0900370550","2010-2014","White Alone Not Hispanic or Latino","Number","Margins of Error",1376
"Southington","0900370550","2011-2015","All","Number","Per Capita Income",39808
"Southington","0900370550","2011-2015","All","Number","Margins of Error",1512
"Southington","0900370550","2011-2015","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Southington","0900370550","2011-2015","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Southington","0900370550","2011-2015","Asian Alone","Number","Per Capita Income",44129
"Southington","0900370550","2011-2015","Asian Alone","Number","Margins of Error",10419
"Southington","0900370550","2011-2015","Black or African American Alone","Number","Per Capita Income",30949
"Southington","0900370550","2011-2015","Black or African American Alone","Number","Margins of Error",10874
"Southington","0900370550","2011-2015","Hispanic or Latino","Number","Per Capita Income",30169
"Southington","0900370550","2011-2015","Hispanic or Latino","Number","Margins of Error",7415
"Southington","0900370550","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Southington","0900370550","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Southington","0900370550","2011-2015","Some Other Race Alone","Number","Per Capita Income",18088
"Southington","0900370550","2011-2015","Some Other Race Alone","Number","Margins of Error",4444
"Southington","0900370550","2011-2015","Two or More Races","Number","Per Capita Income",31527
"Southington","0900370550","2011-2015","Two or More Races","Number","Margins of Error",12617
"Southington","0900370550","2011-2015","White Alone","Number","Per Capita Income",40039
"Southington","0900370550","2011-2015","White Alone","Number","Margins of Error",1548
"Southington","0900370550","2011-2015","White Alone Not Hispanic or Latino","Number","Per Capita Income",40206
"Southington","0900370550","2011-2015","White Alone Not Hispanic or Latino","Number","Margins of Error",1533
"Southington","0900370550","2012-2016","All","Number","Per Capita Income",40761
"Southington","0900370550","2012-2016","All","Number","Margins of Error",1432
"Southington","0900370550","2012-2016","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Southington","0900370550","2012-2016","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Southington","0900370550","2012-2016","Asian Alone","Number","Per Capita Income",44698
"Southington","0900370550","2012-2016","Asian Alone","Number","Margins of Error",9340
"Southington","0900370550","2012-2016","Black or African American Alone","Number","Per Capita Income",21820
"Southington","0900370550","2012-2016","Black or African American Alone","Number","Margins of Error",11324
"Southington","0900370550","2012-2016","Hispanic or Latino","Number","Per Capita Income",28449
"Southington","0900370550","2012-2016","Hispanic or Latino","Number","Margins of Error",5305
"Southington","0900370550","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Southington","0900370550","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Southington","0900370550","2012-2016","Some Other Race Alone","Number","Per Capita Income",23933
"Southington","0900370550","2012-2016","Some Other Race Alone","Number","Margins of Error",9787
"Southington","0900370550","2012-2016","Two or More Races","Number","Per Capita Income",26565
"Southington","0900370550","2012-2016","Two or More Races","Number","Margins of Error",11259
"Southington","0900370550","2012-2016","White Alone","Number","Per Capita Income",41177
"Southington","0900370550","2012-2016","White Alone","Number","Margins of Error",1443
"Southington","0900370550","2012-2016","White Alone Not Hispanic or Latino","Number","Per Capita Income",41432
"Southington","0900370550","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",1512
"Southington","0900370550","2013-2017","All","Number","Per Capita Income",41493
"Southington","0900370550","2013-2017","All","Number","Margins of Error",1275
"Southington","0900370550","2013-2017","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Southington","0900370550","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Southington","0900370550","2013-2017","Asian Alone","Number","Per Capita Income",39116
"Southington","0900370550","2013-2017","Asian Alone","Number","Margins of Error",8987
"Southington","0900370550","2013-2017","Black or African American Alone","Number","Per Capita Income",27183
"Southington","0900370550","2013-2017","Black or African American Alone","Number","Margins of Error",12228
"Southington","0900370550","2013-2017","Hispanic or Latino","Number","Per Capita Income",28526
"Southington","0900370550","2013-2017","Hispanic or Latino","Number","Margins of Error",6807
"Southington","0900370550","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Southington","0900370550","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Southington","0900370550","2013-2017","Some Other Race Alone","Number","Per Capita Income",16727
"Southington","0900370550","2013-2017","Some Other Race Alone","Number","Margins of Error",10275
"Southington","0900370550","2013-2017","Two or More Races","Number","Per Capita Income",29528
"Southington","0900370550","2013-2017","Two or More Races","Number","Margins of Error",12296
"Southington","0900370550","2013-2017","White Alone","Number","Per Capita Income",42031
"Southington","0900370550","2013-2017","White Alone","Number","Margins of Error",1318
"Southington","0900370550","2013-2017","White Alone Not Hispanic or Latino","Number","Per Capita Income",42329
"Southington","0900370550","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",1309
"Southington","0900370550","2014-2018","All","Number","Per Capita Income",42269
"Southington","0900370550","2014-2018","All","Number","Margins of Error",1418
"Southington","0900370550","2014-2018","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Southington","0900370550","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Southington","0900370550","2014-2018","Asian Alone","Number","Per Capita Income",30682
"Southington","0900370550","2014-2018","Asian Alone","Number","Margins of Error",5808
"Southington","0900370550","2014-2018","Black or African American Alone","Number","Per Capita Income",23649
"Southington","0900370550","2014-2018","Black or African American Alone","Number","Margins of Error",9454
"Southington","0900370550","2014-2018","Hispanic or Latino","Number","Per Capita Income",27434
"Southington","0900370550","2014-2018","Hispanic or Latino","Number","Margins of Error",5878
"Southington","0900370550","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Southington","0900370550","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Southington","0900370550","2014-2018","Some Other Race Alone","Number","Per Capita Income",15667
"Southington","0900370550","2014-2018","Some Other Race Alone","Number","Margins of Error",6813
"Southington","0900370550","2014-2018","Two or More Races","Number","Per Capita Income",30679
"Southington","0900370550","2014-2018","Two or More Races","Number","Margins of Error",13657
"Southington","0900370550","2014-2018","White Alone","Number","Per Capita Income",43333
"Southington","0900370550","2014-2018","White Alone","Number","Margins of Error",1440
"Southington","0900370550","2014-2018","White Alone Not Hispanic or Latino","Number","Per Capita Income",43787
"Southington","0900370550","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",1436
"Southington","0900370550","2015-2019","All","Number","Per Capita Income",45053
"Southington","0900370550","2015-2019","All","Number","Margins of Error",1965
"Southington","0900370550","2015-2019","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Southington","0900370550","2015-2019","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Southington","0900370550","2015-2019","Asian Alone","Number","Per Capita Income",38332
"Southington","0900370550","2015-2019","Asian Alone","Number","Margins of Error",7513
"Southington","0900370550","2015-2019","Black or African American Alone","Number","Per Capita Income",20395
"Southington","0900370550","2015-2019","Black or African American Alone","Number","Margins of Error",5145
"Southington","0900370550","2015-2019","Hispanic or Latino","Number","Per Capita Income",30066
"Southington","0900370550","2015-2019","Hispanic or Latino","Number","Margins of Error",5659
"Southington","0900370550","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Southington","0900370550","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Southington","0900370550","2015-2019","Some Other Race Alone","Number","Per Capita Income",26303
"Southington","0900370550","2015-2019","Some Other Race Alone","Number","Margins of Error",19229
"Southington","0900370550","2015-2019","Two or More Races","Number","Per Capita Income",15783
"Southington","0900370550","2015-2019","Two or More Races","Number","Margins of Error",8357
"Southington","0900370550","2015-2019","White Alone","Number","Per Capita Income",46403
"Southington","0900370550","2015-2019","White Alone","Number","Margins of Error",2138
"Southington","0900370550","2015-2019","White Alone Not Hispanic or Latino","Number","Per Capita Income",46794
"Southington","0900370550","2015-2019","White Alone Not Hispanic or Latino","Number","Margins of Error",2174
"Southington","0900370550","2016-2020","All","Number","Per Capita Income",47555
"Southington","0900370550","2016-2020","All","Number","Margins of Error",2769
"Southington","0900370550","2016-2020","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Southington","0900370550","2016-2020","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Southington","0900370550","2016-2020","Asian Alone","Number","Per Capita Income",34877
"Southington","0900370550","2016-2020","Asian Alone","Number","Margins of Error",12257
"Southington","0900370550","2016-2020","Black or African American Alone","Number","Per Capita Income",25342
"Southington","0900370550","2016-2020","Black or African American Alone","Number","Margins of Error",8540
"Southington","0900370550","2016-2020","Hispanic or Latino","Number","Per Capita Income",32666
"Southington","0900370550","2016-2020","Hispanic or Latino","Number","Margins of Error",10226
"Southington","0900370550","2016-2020","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Southington","0900370550","2016-2020","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Southington","0900370550","2016-2020","Some Other Race Alone","Number","Per Capita Income",26063
"Southington","0900370550","2016-2020","Some Other Race Alone","Number","Margins of Error",12181
"Southington","0900370550","2016-2020","Two or More Races","Number","Per Capita Income",23585
"Southington","0900370550","2016-2020","Two or More Races","Number","Margins of Error",6871
"Southington","0900370550","2016-2020","White Alone","Number","Per Capita Income",49340
"Southington","0900370550","2016-2020","White Alone","Number","Margins of Error",2979
"Southington","0900370550","2016-2020","White Alone Not Hispanic or Latino","Number","Per Capita Income",49643
"Southington","0900370550","2016-2020","White Alone Not Hispanic or Latino","Number","Margins of Error",3091
"Sprague","0901171670","2005-2009","All","Number","Per Capita Income",34063
"Sprague","0901171670","2005-2009","All","Number","Margins of Error",6578
"Sprague","0901171670","2005-2009","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2005-2009","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2005-2009","Asian Alone","Number","Per Capita Income",29273
"Sprague","0901171670","2005-2009","Asian Alone","Number","Margins of Error",7856
"Sprague","0901171670","2005-2009","Black or African American Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2005-2009","Black or African American Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2005-2009","Hispanic or Latino","Number","Per Capita Income",121637
"Sprague","0901171670","2005-2009","Hispanic or Latino","Number","Margins of Error",191213
"Sprague","0901171670","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Sprague","0901171670","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Sprague","0901171670","2005-2009","Some Other Race Alone","Number","Per Capita Income",6706
"Sprague","0901171670","2005-2009","Some Other Race Alone","Number","Margins of Error",1489
"Sprague","0901171670","2005-2009","Two or More Races","Number","Per Capita Income",-9999
"Sprague","0901171670","2005-2009","Two or More Races","Number","Margins of Error",-9999
"Sprague","0901171670","2005-2009","White Alone","Number","Per Capita Income",35072
"Sprague","0901171670","2005-2009","White Alone","Number","Margins of Error",7227
"Sprague","0901171670","2005-2009","White Alone Not Hispanic or Latino","Number","Per Capita Income",31414
"Sprague","0901171670","2005-2009","White Alone Not Hispanic or Latino","Number","Margins of Error",4425
"Sprague","0901171670","2006-2010","All","Number","Per Capita Income",31226
"Sprague","0901171670","2006-2010","All","Number","Margins of Error",4440
"Sprague","0901171670","2006-2010","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2006-2010","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2006-2010","Asian Alone","Number","Per Capita Income",30558
"Sprague","0901171670","2006-2010","Asian Alone","Number","Margins of Error",7806
"Sprague","0901171670","2006-2010","Black or African American Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2006-2010","Black or African American Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2006-2010","Hispanic or Latino","Number","Per Capita Income",12810
"Sprague","0901171670","2006-2010","Hispanic or Latino","Number","Margins of Error",8418
"Sprague","0901171670","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Sprague","0901171670","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Sprague","0901171670","2006-2010","Some Other Race Alone","Number","Per Capita Income",6432
"Sprague","0901171670","2006-2010","Some Other Race Alone","Number","Margins of Error",1065
"Sprague","0901171670","2006-2010","Two or More Races","Number","Per Capita Income",-9999
"Sprague","0901171670","2006-2010","Two or More Races","Number","Margins of Error",-9999
"Sprague","0901171670","2006-2010","White Alone","Number","Per Capita Income",32210
"Sprague","0901171670","2006-2010","White Alone","Number","Margins of Error",5023
"Sprague","0901171670","2006-2010","White Alone Not Hispanic or Latino","Number","Per Capita Income",32274
"Sprague","0901171670","2006-2010","White Alone Not Hispanic or Latino","Number","Margins of Error",5006
"Sprague","0901171670","2007-2011","All","Number","Per Capita Income",30055
"Sprague","0901171670","2007-2011","All","Number","Margins of Error",3079
"Sprague","0901171670","2007-2011","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2007-2011","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2007-2011","Asian Alone","Number","Per Capita Income",31974
"Sprague","0901171670","2007-2011","Asian Alone","Number","Margins of Error",6630
"Sprague","0901171670","2007-2011","Black or African American Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2007-2011","Black or African American Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2007-2011","Hispanic or Latino","Number","Per Capita Income",13541
"Sprague","0901171670","2007-2011","Hispanic or Latino","Number","Margins of Error",12274
"Sprague","0901171670","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Sprague","0901171670","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Sprague","0901171670","2007-2011","Some Other Race Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2007-2011","Some Other Race Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2007-2011","Two or More Races","Number","Per Capita Income",-9999
"Sprague","0901171670","2007-2011","Two or More Races","Number","Margins of Error",-9999
"Sprague","0901171670","2007-2011","White Alone","Number","Per Capita Income",30740
"Sprague","0901171670","2007-2011","White Alone","Number","Margins of Error",3543
"Sprague","0901171670","2007-2011","White Alone Not Hispanic or Latino","Number","Per Capita Income",30719
"Sprague","0901171670","2007-2011","White Alone Not Hispanic or Latino","Number","Margins of Error",3574
"Sprague","0901171670","2008-2012","All","Number","Per Capita Income",32250
"Sprague","0901171670","2008-2012","All","Number","Margins of Error",3340
"Sprague","0901171670","2008-2012","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2008-2012","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2008-2012","Asian Alone","Number","Per Capita Income",33477
"Sprague","0901171670","2008-2012","Asian Alone","Number","Margins of Error",6475
"Sprague","0901171670","2008-2012","Black or African American Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2008-2012","Black or African American Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2008-2012","Hispanic or Latino","Number","Per Capita Income",17774
"Sprague","0901171670","2008-2012","Hispanic or Latino","Number","Margins of Error",23784
"Sprague","0901171670","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Sprague","0901171670","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Sprague","0901171670","2008-2012","Some Other Race Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2008-2012","Some Other Race Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2008-2012","Two or More Races","Number","Per Capita Income",-9999
"Sprague","0901171670","2008-2012","Two or More Races","Number","Margins of Error",-9999
"Sprague","0901171670","2008-2012","White Alone","Number","Per Capita Income",32854
"Sprague","0901171670","2008-2012","White Alone","Number","Margins of Error",3718
"Sprague","0901171670","2008-2012","White Alone Not Hispanic or Latino","Number","Per Capita Income",32737
"Sprague","0901171670","2008-2012","White Alone Not Hispanic or Latino","Number","Margins of Error",3753
"Sprague","0901171670","2009-2013","All","Number","Per Capita Income",29898
"Sprague","0901171670","2009-2013","All","Number","Margins of Error",2674
"Sprague","0901171670","2009-2013","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2009-2013","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2009-2013","Asian Alone","Number","Per Capita Income",28478
"Sprague","0901171670","2009-2013","Asian Alone","Number","Margins of Error",6193
"Sprague","0901171670","2009-2013","Black or African American Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2009-2013","Black or African American Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2009-2013","Hispanic or Latino","Number","Per Capita Income",18447
"Sprague","0901171670","2009-2013","Hispanic or Latino","Number","Margins of Error",22074
"Sprague","0901171670","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Sprague","0901171670","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Sprague","0901171670","2009-2013","Some Other Race Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2009-2013","Some Other Race Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2009-2013","Two or More Races","Number","Per Capita Income",22046
"Sprague","0901171670","2009-2013","Two or More Races","Number","Margins of Error",11452
"Sprague","0901171670","2009-2013","White Alone","Number","Per Capita Income",30619
"Sprague","0901171670","2009-2013","White Alone","Number","Margins of Error",3018
"Sprague","0901171670","2009-2013","White Alone Not Hispanic or Latino","Number","Per Capita Income",30440
"Sprague","0901171670","2009-2013","White Alone Not Hispanic or Latino","Number","Margins of Error",3039
"Sprague","0901171670","2010-2014","All","Number","Per Capita Income",31621
"Sprague","0901171670","2010-2014","All","Number","Margins of Error",2431
"Sprague","0901171670","2010-2014","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2010-2014","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2010-2014","Asian Alone","Number","Per Capita Income",20860
"Sprague","0901171670","2010-2014","Asian Alone","Number","Margins of Error",8118
"Sprague","0901171670","2010-2014","Black or African American Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2010-2014","Black or African American Alone","Number","Margins of Error",-9999
